Site_Name,Stream_Name ,Date_Collected,Sample_Type,Sample_ID,Running_Number,L_Volume,Vial_Volume,Concentration_Factor ,13-C3_Caffeine,Acetaminophen,Amoxicillin,Ampicillin,Atenolol_MRT,Caffeine,Buspirone,Bifenthrin,Beta_cyfluthrin,Benzophenone_3,Benzophenone_1,Atrazine,Carbamazepine_A,Carbaryl,Chlortetracycline,Erythromycin,DEET,Cyhalothrin,Clothianidin,Clarithromycin,Citalopram,Chlortetracycline,Chlorpyrifos,Esfenvalerate_UNCONF,Fluoxetine,Glyphosate_ND,Ibuprofen_UNCONF,Imidacloprid,Ketoprofen,Malathion,Erythromycin,Metformin,Metoprolol_MRT,Naproxen,Ofloxacin,Oxytetracycline,Sulfadiazine,Sucralose,Simazine,Permethrin,Sulfadimethoxine,Sulfamethazine,Sulfamethoxazole,Tetracycline,Theobromine,Thiamethoxam_d3,Thiamethoxam,Thiacloprid,Trimethoprim_MRT,4_t_Octylphenol,Venlafaxine,Benzylbutyl_phthalate,Bis2ethylhexyl_Dioctylphthlate,Butylparaben,Diethyl_phthalateA,Dipropyl_phthalate,EthylparabenA,Nitrate,N_Blank,TotalN,Nutrient_Sample_ID,TotalP,T_Blank,Total_P,pH,NO3N,NH4N,PO4P,Chloride,Nitrite,Sulfate,Nitrate,Phosphate,11B,23Na,26Mg,27Al,31P,39K ,44Ca,45Sc ,48Ti,55Mn,56Fe ,59Co,60Ni,63Cu,64Zn,75As,78Se,88Sr,89Y,95Mo,111Cd,115In,121Sb,137Ba,140Ce,159Tb,208Pb,45Sc,28Si,45Sc ,31P.16O,59Co,32S.16O,49Ti,S_ppm
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,8122021,Grab,198-TVFF21,TVFF21-0099,982.1,0.945385588,1038.835384,NA,0.0002,NA,NA,NA,0.0213,NA,NA,NA,0.0011,NA,0.003,0.0019,0,NA,NA,0.0007,NA,0.0002,NA,NA,NA,NA,NA,0,NA,0.1046,NA,0,0,NA,0.0003,NA,0.0021,0.2398,NA,NA,NA,0.0003,NA,NA,NA,0.0001,NA,0.0034,NA,NA,NA,0.0006,NA,NA,NA,NA,NA,NA,NA,NA,1.35,0.02,2.01,TVFF21-0099,0.047,0.01,0.061,,,,,,,,,,0.5,8.093,11.822,0.5,0.5,2.686,27.611,1.004,NA,0.5,0.027,NA,0.5,0.5,NA,0.5,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,ND,NA,1.523,NA,NA,NA,NA,NA,3.578
Field Blank_8122021,All_Sites ,8122021,Grab,199-TVFF21,Field Blank_8122021,987.6,0.983059418,1004.618828,NA,0.0002,NA,NA,NA,0.0324,NA,NA,NA,0.0042,0,NA,0,NA,NA,0,0.0017,NA,0,NA,NA,NA,0.0001,NA,0.0001,NA,0.0031,NA,0,0,0,0.0012,NA,NA,0.2401,NA,NA,NA,0.0001,0.0001,0,NA,NA,NA,0.0042,NA,NA,NA,0.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ag_Progress_Days ,Spruce_Creek,8272021,Grab,200-TVFF21,TVFF21-0100,987.2,1.148798989,859.3322326,NA,0.0007,NA,NA,NA,0.0062,NA,NA,NA,0.0015,0,0.0039,NA,0.0005,NA,0,0.0003,NA,0,NA,NA,NA,NA,NA,0.0001,NA,0.0321,NA,0,0,0,NA,NA,NA,0.2399,NA,NA,NA,0.0003,NA,NA,NA,0,NA,0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,0.02,2.36,TVFF21-0100,0.015,0.01,0.012,,,,,,,,,,0.5,3.731,5.646,0.5,0.5,1.296,33.104,1.006,NA,0.5,0.5,NA,0.5,0.5,NA,ND,0,NA,NA,0.5,NA,NA,NA,NA,NA,NA,ND,NA,2.564,NA,NA,NA,NA,NA,3.279
Upper_Spruce_Creek_Church ,Spruce_Creek,8272021,Grab,201-TVFF21,TVFF21-0101,992,0.835271808,1187.637354,NA,0.0035,NA,NA,NA,0.0057,NA,NA,NA,0.0013,NA,0.004,0.0008,0,NA,0,0.0008,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0.0001,0,0,0,NA,0.0013,NA,NA,NA,NA,0.0003,NA,NA,NA,NA,NA,0.0009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67,0.02,3.98,TVFF21-0101,0.015,0.01,0.013,,,,,,,,,,0.5,5.141,16.173,0.5,0.5,1.549,26.469,1,NA,0.5,0.026,NA,0.5,0.5,NA,0.5,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,2.013,NA,NA,NA,NA,NA,3.084
George_W_Harvey,Spruce_Creek,8272021,Grab,202-TVFF21,TVFF21-0102,988,1.108849558,891.0135671,NA,0,NA,NA,NA,0.005,NA,NA,NA,0.001,0.0001,0.0037,0.0003,0,0.204,NA,0.0003,NA,0.0001,NA,NA,0.204,NA,NA,0,NA,0.0484,0,0,0,NA,0.0003,NA,0.0011,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0.0022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51,0.02,3.75,TVFF21-0102,0.045,0.01,0.057,,,,,,,,,,0.5,3.896,13.044,0.5,0.042,3.175,27.409,1.003,NA,0.5,0.041,NA,0.5,0.5,NA,0.5,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,ND,NA,2.601,NA,NA,NA,NA,NA,2.863
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,8272021,Grab,203-TVFF21,TVFF21-0103,994.2,1.064096081,934.3141261,NA,0.0001,NA,NA,NA,0.0037,NA,NA,NA,0.001,0.0001,0.0032,0.0002,0,NA,NA,0.0002,NA,0.0003,NA,NA,NA,NA,NA,0,NA,0.0554,NA,0,NA,NA,0.0004,NA,0.0004,NA,NA,NA,NA,0.0002,NA,NA,NA,NA,NA,0.0005,NA,NA,NA,0.0004,NA,NA,NA,NA,NA,NA,NA,NA,1.99,0.02,2.96,TVFF21-0103,0.055,0.01,0.073,,,,,,,,,,0.5,3.67,12.516,0.5,0.028,2.662,25.566,1.001,NA,0.5,0.035,NA,0.5,0.5,NA,0.5,ND,NA,NA,0.5,NA,NA,NA,NA,NA,NA,ND,NA,2.67,NA,NA,NA,NA,NA,2.748
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,8272021,Grab,204-TVFF21,TVFF21-0104,992.6,0.832237674,1192.688136,NA,0.0001,NA,NA,NA,0.0046,NA,NA,NA,0.0011,0,0.0029,0.0002,0.0002,NA,NA,0.0003,NA,0.0002,NA,NA,NA,NA,NA,0,NA,0.071,0,0,NA,NA,0.0025,NA,0.0011,NA,NA,0,NA,0.0002,NA,NA,NA,NA,NA,0.0007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,0.02,2.28,TVFF21-0104,0.039,0.01,0.049,,,,,,,,,,0.5,5.081,9.892,0.5,0.034,2.866,21.382,1.003,NA,0.5,0.031,NA,0.5,0.5,NA,0.5,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,ND,NA,2.069,NA,NA,NA,NA,NA,2.46
Keith_Nelson,Warriors_Mark_Run ,8272021,Grab,205-TVFF21,TVFF21-0105,966.6,0.826801517,1169.083486,NA,0.0005,NA,NA,NA,0.0064,NA,NA,NA,0,0,0.0051,NA,0,NA,NA,0.0003,NA,0.0008,NA,NA,NA,NA,NA,NA,NA,0.0319,NA,0,NA,NA,0.0005,0.0001,0.0004,0,NA,NA,NA,0.0002,NA,0,NA,NA,NA,0.0012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16,0.02,4.71,TVFF21-0105,0.19,0.01,0.276,,,,,,,,,,0.5,4.894,15.032,0.5,0.032,2.932,26.598,1.002,NA,0.5,0.033,NA,0.5,0.5,NA,ND,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,ND,NA,2.186,NA,NA,NA,NA,NA,3.247
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,8272021,Grab,206-TVFF21,TVFF21-0106,957.9,0.803539823,1192.10022,NA,0.0007,0.0002,NA,NA,0.0279,NA,NA,NA,0.001,NA,0.0032,0.0054,0,NA,NA,0.0005,NA,0,NA,NA,NA,NA,NA,0,NA,0.0288,NA,NA,0,NA,0.0001,NA,0.0013,NA,NA,NA,NA,0.0003,NA,NA,NA,NA,NA,0.0015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,0.02,2.44,TVFF21-106,0.048,0.01,0.062,,,,,,,,,,0.5,11.086,14.877,0.5,0.028,4.06,31.478,0.998,NA,0.5,0.028,NA,0.5,0.5,NA,0.5,ND,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,2.625,NA,NA,NA,NA,NA,4.444
Loville,Halfmoon_Creek ,8272021,Grab,207-TVFF21,TVFF21-0107,982.5,0.913653603,1075.352844,NA,0.0008,NA,NA,NA,0.0048,NA,NA,NA,0.0013,0,0.0042,0,0,NA,NA,0.0003,NA,0.0003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002,NA,NA,0,NA,0.001,NA,NA,NA,NA,0.0003,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,0.02,4.23,TVFF21-107,0.077,0.01,0.106,,,,,,,,,,0.5,6.692,12.409,0.5,0.5,2.789,26.334,1.002,NA,0.5,0.029,NA,0.5,0.5,NA,0.5,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,ND,NA,2.151,NA,NA,NA,NA,NA,3.301
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,8272021,Grab,208-TVFF21,TVFF21-0108,959.3,0.92136536,1041.172201,NA,0.0007,NA,NA,NA,0.017,NA,NA,NA,0.0013,NA,0.0032,0.0034,0,NA,NA,0.0004,NA,0,NA,NA,NA,0,NA,0,NA,0.066,0,0.0001,0,NA,0.0003,NA,0.0015,NA,NA,NA,NA,0.0003,NA,NA,NA,NA,NA,0.0011,NA,NA,NA,0.0013,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.02,2.83,TVFF21-108,0.049,0.01,0.063,,,,,,,,,,0.5,9.419,13.873,0.5,0.5,3.604,28.629,1.003,NA,0.5,0.028,NA,0.5,0.5,NA,0.5,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,2.467,NA,NA,NA,NA,NA,3.942
Field Blank_8272021,All_Sites ,8272021,Grab,209-TVFF21,Field Blank_8272021,961.4,0.901390645,1066.574193,NA,0.0003,NA,NA,NA,0.0428,NA,NA,NA,0.0046,0,0.0001,0,0,NA,0,0.0013,NA,0,NA,NA,NA,NA,NA,0,NA,0.0096,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0001,NA,NA,NA,NA,NA,0.0023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ag_Progress_Days ,Spruce_Creek,9092021,Grab,210-TVFF21,TVFF21-0109,976.4,0.97863464,997.7165738,NA,0.0004,NA,NA,NA,0.0039,NA,NA,NA,0.0011,NA,0.0022,NA,0.0004,NA,NA,0.0004,NA,0,NA,NA,NA,NA,NA,0,NA,0.0213,NA,0,NA,NA,NA,NA,0.0005,NA,NA,NA,NA,0.0003,NA,NA,NA,NA,NA,0.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,0.02,2.09,TVFF21-109,0.017,0.01,0.015,,,,,,,,,,0.5,2.861,4.592,0.5,0.5,0.891,29.237,1.003,NA,0.5,0.026,NA,0.5,0.5,NA,0.5,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,ND,NA,2.432,NA,NA,NA,NA,NA,2.787
Upper_Spruce_Creek_Church ,Spruce_Creek,9092021,Grab,211-TVFF21,TVFF21-0110,962.2,0.934134008,1030.044931,NA,0.0003,NA,NA,NA,0.0053,NA,NA,NA,0.0009,0,0.0029,0.0008,0.0003,NA,NA,0.0004,NA,0.0004,NA,NA,NA,0,NA,0,NA,0.0452,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58,0.02,3.85,TVFF21-110,0.036,0.01,0.044,,,,,,,,,,0.5,4.908,12.689,0.5,0.5,1.954,25.284,1.003,NA,0.5,0.029,NA,0.5,0.5,NA,0.5,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,2.442,NA,NA,NA,NA,NA,2.97
George_W_Harvey,Spruce_Creek,9092021,Grab,212-TVFF21,TVFF21-0111,950.5,1.064728192,892.7161008,NA,0.0002,NA,NA,NA,0.0033,0.0001,NA,NA,0.0026,NA,0.0035,0.0005,0.0001,0.2035,0,0.0003,NA,0.0003,0.0004,0.0006,0.2035,0.003,0.0007,0.0006,NA,0.0495,0,0.0002,0.0002,0,0.0002,NA,0.0004,0.0031,NA,0,NA,0,0.0001,0,NA,0,NA,0.002,0,NA,0,0.0003,NA,0.0001,NA,NA,NA,NA,NA,NA,2.75,0.02,4.11,TVFF21-111,0.041,0.01,0.052,,,,,,,,,,0.5,5.623,16.014,0.5,0.027,2.684,26.806,1.004,NA,0.5,0.03,NA,0.5,0.5,NA,0.5,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,ND,NA,2.883,NA,NA,NA,NA,NA,3.564
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,9092021,Grab,213-TVFF21,TVFF21-0112,954.4,0.93147914,1024.606949,NA,0.0004,NA,NA,NA,0.0025,NA,NA,NA,0.0014,0,0.0036,0.0003,0.0004,0.2041,NA,0.0003,NA,0.0006,0,NA,0.2041,0.0007,NA,0.0001,NA,0.0367,NA,NA,0,NA,0.0002,NA,0.0022,0.2401,NA,NA,NA,0.0003,0,NA,NA,NA,NA,0.0003,NA,NA,NA,0.0009,NA,NA,NA,NA,NA,NA,NA,NA,2.58,0.02,3.85,TVFF21-112,0.028,0.01,0.033,,,,,,,,,,0.5,3.955,14.54,0.5,0.5,2.138,20.091,1.003,NA,0.5,0.032,NA,0.5,0.5,NA,0.5,ND,NA,NA,0.5,NA,NA,NA,NA,NA,NA,ND,NA,2.557,NA,NA,NA,NA,NA,2.824
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,9092021,Grab,214-TVFF21,TVFF21-0113,963.2,1.182553729,814.5084459,NA,0.0002,NA,NA,NA,0.0017,NA,NA,NA,0.0014,0,0.0029,0.0003,0.0004,NA,NA,0.0002,NA,0.0006,NA,NA,NA,0.0003,NA,0.0001,NA,0.0437,0,0,0,NA,0.0002,NA,0.0007,0.2401,NA,NA,NA,0.0002,0,NA,NA,NA,NA,0.0005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,0.02,2.92,TVFF21-113,0.026,0.01,0.029,,,,,,,,,,0.5,3.481,12.564,0.5,0.5,1.888,22.979,1.003,NA,0.5,0.029,NA,0.5,0.5,NA,0.5,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,ND,NA,2.187,NA,NA,NA,NA,NA,2.569
Keith_Nelson,Warriors_Mark_Run ,9092021,Grab,215-TVFF21,TVFF21-0114,954.4,0.859797724,1110.028526,NA,0.0001,NA,NA,NA,0.0028,NA,NA,NA,0.001,NA,0.0038,NA,0.0003,0.204,NA,0.0002,NA,0.0004,NA,NA,0.204,NA,NA,NA,NA,0.0941,0,0,NA,NA,0.0001,0.0001,0.0006,0.2401,NA,NA,NA,0.0002,NA,NA,0,NA,NA,0.0007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51,0.02,3.75,TVFF21-114,0.053,0.01,0.07,,,,,,,,,,0.5,5.445,13.43,0.5,0.028,2.297,32.164,1.004,NA,0.5,0.03,NA,0.5,0.5,NA,0.5,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,2.838,NA,NA,NA,NA,NA,3.107
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,9092021,Grab,216-TVFF21,TVFF21-0115,982.8,0.909481669,1080.615513,NA,0,NA,NA,NA,0.0043,NA,NA,NA,0.0009,0.0001,0.0029,0.0049,0.0003,NA,NA,0.0003,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0485,NA,NA,0,NA,NA,NA,0.0008,NA,NA,NA,NA,0.0003,0,NA,NA,0.0001,NA,0.0016,NA,NA,NA,0.0012,NA,NA,NA,NA,NA,NA,NA,NA,1.55,0.02,2.29,TVFF21-115,0.051,0.01,0.067,,,,,,,,,,0.5,8.678,11.23,0.5,0.035,3.45,33.927,1.001,NA,0.5,0.033,NA,0.5,0.5,NA,0.5,ND,NA,NA,0.5,NA,NA,NA,NA,NA,NA,ND,NA,2.768,NA,NA,NA,NA,NA,3.605
Loville,Halfmoon_Creek ,9092021,Grab,217-TVFF21,TVFF21-0116,953.4,0.978761062,974.0886075,NA,NA,NA,NA,NA,0.0027,NA,NA,NA,0.001,0.0001,0.004,0,0.0004,NA,NA,0.0003,NA,0.0015,NA,NA,NA,0,NA,0,NA,0.0091,NA,0,0,NA,NA,NA,0.0017,NA,NA,NA,NA,0.0003,NA,NA,NA,NA,NA,0.0006,NA,NA,NA,0.0002,NA,NA,NA,NA,NA,NA,NA,NA,2.48,0.02,3.7,TVFF21-116,0.035,0.01,0.043,,,,,,,,,,0.5,5.893,14.083,0.5,0.5,2.513,33.886,1.003,NA,0.5,0.029,NA,0.5,0.5,NA,0.5,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,ND,NA,2.864,NA,NA,NA,NA,NA,3.225
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,9092021,Grab,218-TVFF21,TVFF21-0117,999.7,0.991276865,1008.497258,NA,0.0003,NA,NA,NA,0.0048,NA,NA,NA,0.0008,0,0.0031,0.0036,0.0001,NA,NA,0.0003,NA,0.0004,NA,NA,NA,0,NA,0,NA,0.049,NA,NA,NA,NA,0,NA,0.0004,NA,NA,NA,NA,0.0002,NA,0,NA,0.0001,NA,0.0014,NA,NA,NA,0.0002,NA,NA,NA,NA,NA,NA,NA,NA,1.75,0.02,2.6,TVFF21-117,0.045,0.01,0.058,,,,,,,,,,0.5,8.268,12.348,0.5,0.026,3.335,23.426,1.004,NA,0.5,0.036,NA,0.5,0.5,NA,0.5,ND,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,3.27,NA,NA,NA,NA,NA,3.625
Field Blank_9092021,All_Sites ,9092021,Grab,219-TVFF21,Field Blank_9092021,928.6,0.857269279,1083.206902,NA,NA,NA,NA,NA,0.0111,NA,NA,NA,0.0035,0,0.0002,NA,NA,NA,NA,0.0011,NA,NA,0,NA,NA,0.0001,NA,0,NA,0.0299,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0001,NA,NA,NA,NA,NA,0.0022,NA,NA,NA,0.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ag_Progress_Days ,Spruce_Creek,6172021,POCIS ,1-TVFF21,TVFF21-010P,,,,NA,0.0016,NA,NA,0.007,0.0046,0.0036,NA,NA,0.0016,0.0003,0.0137,0.0001,0.0001,1.0483,0.0002,0.0003,0.0023,2.4411,1.6135,0.0033,1.0483,0.0014,1.0167,0.6284,NA,NA,0.002,0.0006,0.0001,0.0002,1.7999,0.0014,0.0007,0.0197,NA,0.0005,NA,1.3929,0.0015,NA,0.0001,0.0006,0.0056,0.0042,0.8287,NA,0,0.009,NA,0.0029,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Spruce_Creek_Church ,Spruce_Creek,6172021,POCIS ,2-TVFF21,TVFF21-011P,,,,NA,0.0005,NA,0.005,0.0033,0.0055,0.0021,NA,NA,0.0013,NA,0.025,1.4435,0,1.0522,0,0.0004,NA,2.4422,0.0002,0,1.0522,0.0013,1.0166,0.6282,NA,NA,0.0005,0.0003,NA,0,0.0001,0.0013,0.0016,0.0079,NA,0.0001,1.4218,1.3932,0.0004,0,NA,0.0004,0.0022,0.0023,0,NA,0,0.003,NA,0.0021,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_W_Harvey,Spruce_Creek,6172021,POCIS ,3-TVFF21,TVFF21-012P,,,,NA,0.0008,NA,0.0078,0.003,0.0055,0.0008,NA,NA,0.0011,0.0001,0.0217,1.4446,1.8088,NA,NA,0.0008,NA,2.4421,0,0.0011,NA,0.0008,NA,0.6285,NA,NA,0.001,0.0001,0,NA,0.0001,0.0005,0.0006,0.0044,0.0123,0,NA,1.393,NA,0,NA,0.0001,0.0009,0.003,0,NA,NA,0.0015,NA,0.0011,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,6172021,POCIS ,4-TVFF21,TVFF21-013P,,,,NA,0.0015,NA,0.0043,NA,0.0053,NA,NA,NA,0.0005,NA,0.0174,1.4452,1.8089,NA,NA,0.0009,NA,2.4421,NA,0.0003,NA,0.0007,NA,0.6286,NA,NA,0.0004,0,0,NA,0.0002,NA,0.0002,0.002,NA,0,NA,1.3932,0,0,NA,NA,NA,0.0343,NA,NA,NA,0.0015,NA,0.001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,6172021,POCIS ,5-TVFF21,TVFF21-014P,,,,NA,0.0007,NA,0.0017,NA,0.0067,0.0005,NA,NA,0,NA,0.0157,0,0.0001,NA,NA,0.0004,0.0014,2.4421,NA,0.0003,NA,0.0008,NA,0.6287,NA,0.3785,0.0005,0.0004,NA,NA,1.7999,NA,0.0016,0.0012,NA,0,NA,1.3936,0,NA,NA,NA,NA,0.0035,NA,NA,NA,0.0012,NA,0.0004,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith_Nelson,Warriors_Mark_Run ,6172021,POCIS ,6-TVFF21,TVFF21-015P,,,,NA,0.003,NA,NA,NA,0.0014,NA,NA,NA,0.0007,0.0001,0.029,0,0.0001,1.0525,NA,0.0003,NA,2.4379,NA,0.0002,1.0525,0.0007,1.0167,0.6288,NA,NA,0.0016,0.0003,0,NA,0.0001,0.0006,0.0003,0.001,NA,NA,NA,1.3937,0,0,0.0004,0.0001,NA,0.0031,NA,NA,NA,0.001,NA,0.0004,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,6172021,POCIS ,7-TVFF21,TVFF21-016P,,,,NA,0.0005,NA,0.0124,0.0081,0.0276,NA,NA,NA,0.0003,NA,0.0189,1.4299,0.0001,NA,NA,0.0009,0.0024,2.4424,NA,0.0001,NA,0.0005,1.0167,0.6289,NA,0.2366,0.0014,0.0001,NA,NA,0.0001,0.0018,0.0004,0.0008,NA,NA,NA,1.3936,0,0,NA,3.5817,NA,0.0236,NA,NA,NA,0.0093,NA,0.0028,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loville,Halfmoon_Creek ,6172021,POCIS ,8-TVFF21,TVFF21-018P,,,,NA,0.0002,NA,NA,NA,0.0008,NA,NA,NA,0.0004,0.0001,0.0239,0,0.0001,NA,NA,0.0002,0.0036,2.4403,NA,0.0001,NA,0.0008,NA,0.6289,NA,NA,0.0027,0,NA,NA,NA,NA,0.0008,0.0006,NA,NA,NA,1.3932,0,0,NA,NA,NA,0.0023,NA,NA,NA,0.001,NA,0.0002,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,6172021,POCIS ,9-TVFF21,TVFF21-017P,,,,NA,0.0004,NA,0.0115,NA,0.0256,NA,NA,NA,0.0001,NA,0.0207,1.432,0.0001,1.0525,NA,0.0008,NA,2.4412,NA,0.0001,1.0525,0.0002,NA,0.629,NA,1.3614,0.0021,0,NA,NA,0,0.001,0.0024,0.0003,NA,NA,NA,1.3934,0,NA,NA,0.0013,NA,0.017,NA,NA,NA,0.0071,NA,0.0029,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field_Blank6172021,All_Sites ,6172021,POCIS ,10-TVFF21,Field_Blank6172021,,,,NA,0.0006,NA,NA,NA,0.0003,0.0001,NA,NA,0.0118,0.0016,1.0705,0.0001,0.0001,NA,0.0001,0.0001,0.1275,0,NA,0.0019,NA,0.0249,1.0131,0.6251,NA,NA,NA,0.0002,0.0005,0.0001,0.0001,0.0005,NA,0.0001,NA,0,NA,0.0002,NA,NA,NA,NA,NA,0.0005,NA,NA,0.0002,0.0001,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field_Blank6172021,All_Sites ,6172021,POCIS ,10R2-TVFF21,Field_Blank6172021,,,,NA,0.0007,NA,NA,NA,NA,NA,NA,NA,0.0015,NA,0.0002,0,NA,NA,0,0.0001,NA,NA,0,NA,NA,0.0009,NA,0.6289,NA,NA,NA,0,0.0002,0,0.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag_Progress_Days ,Spruce_Creek,6292021,POCIS ,11-TVFF21,TVFF21-019_020P,,,,NA,0.0019,NA,NA,NA,0.0056,NA,NA,NA,0.0005,0.0002,0.0228,0,0.0001,1.0523,0,0.0001,0.0023,2.4399,NA,0.0001,1.0523,0.0002,NA,0.629,NA,NA,0.002,0.0001,0,0,0,0.0015,0.0003,0.0003,NA,NA,NA,1.3943,NA,NA,NA,0,NA,0.0198,NA,NA,NA,0.0012,NA,0.0003,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
